timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1698954494112,1289,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-14,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1289,0,0
1698954494414,988,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,401,Unauthorized,Thread Group 1-91,text,false,,336,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,988,0,0
1698954494412,990,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,401,Unauthorized,Thread Group 1-70,text,false,,336,4264,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,990,0,0
1698954494416,986,https://portaltest.mtn.ci/assets/icons/dashboard/total-activated-today.svg,200,OK,Thread Group 1-51,text,true,,8039,458,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/total-activated-today.svg,986,0,0
1698954494414,989,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,401,Unauthorized,Thread Group 1-77,text,false,,336,4264,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,989,0,0
1698954494416,987,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,401,Unauthorized,Thread Group 1-59,text,false,,336,4264,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,987,0,0
1698954494416,987,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,401,Unauthorized,Thread Group 1-69,text,false,,336,4264,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,987,0,0
1698954494417,986,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,401,Unauthorized,Thread Group 1-98,text,false,,336,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,986,0,0
1698954494417,987,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,401,Unauthorized,Thread Group 1-74,text,false,,336,4264,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,987,0,0
1698954494416,987,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,401,Unauthorized,Thread Group 1-65,text,false,,336,4264,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,987,0,0
1698954494113,1291,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-24,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1291,0,0
1698954494116,1288,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-15,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1288,0,0
1698954494113,1291,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-26,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1291,0,0
1698954494116,1289,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-33,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1289,0,0
1698954494114,1291,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-27,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1291,0,0
1698954494412,993,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-38,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,993,0,0
1698954494117,1288,https://portaltest.mtn.ci/registration/analytics?panelName=STATUS_TREND,200,OK,Thread Group 1-13,text,true,,4283,4248,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=STATUS_TREND,1288,0,0
1698954494412,1015,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-8,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1015,0,0
1698954494412,1015,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-43,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1015,0,0
1698954494412,1015,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-31,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1015,0,0
1698954494415,1013,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-41,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1013,0,0
1698954494414,1014,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-6,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1014,0,0
